"","url","id","age","comments","enjoyment","education","language","gender","os","screenW","screenH","browser","botSentence","nFails","condition","totalRT","delayBlue","delayPink","delayOrange","goal","goalClean","intention1","intention2","knowledge","goalRT","goalCleanRT","intention1RT","intention2RT","knowledgeRT","causeRT","delayRT","attention1RT","attention2RT","goalOrder","goalCleanOrder","intention1Order","intention2Order","knowledgeOrder","attention1","attentionBlue","attentionPink","attentionOrange","causeBlue","causePink","causeOrange","causeB&P","causeP&O","causeB&O","causeAll","causeOther","causeBlue_norm","causePink_norm","causeOrange_norm","causeB&P_norm","causeP&O_norm","causeB&O_norm","causeAll_norm","causeOther_norm","min","flat","max","atomic","atomic_norm","two_conjunct","two_conjunct_norm"
"62","https://pcl-study1mod.github.io/?PROLIFIC_PID=5c45cf748bb6fd00016455cb&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da32da5211c11c8d6f634","5c45cf748bb6fd00016455cb",25,"Nice test",1,4,"Portuguese","Male","Linux",1920,1080,"Firefox","Michael says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 2",4.59045,"1.0","6.0","10.0",8,5,8,8,8,4.692,4.992,23.046,3.435,3.72,30.711,21.679,21.508,9.01,3,5,1,2,4,2,1,1,1,2,2,2,2,2,2,9,5,0,0,0,0,0,0,0.7,0.3,2,FALSE,1.42857142857143,2,0,2,0
"63","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f6e70f1d44be63c19e3c5e1&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da28d72667c418069513b","5f6e70f1d44be63c19e3c5e1",20,NA,1,0,"Norwegian","Female","Windows",1280,720,"Chrome","Robert says to Linda: It's a beautiful day, isn't it?",0,"condition 2",7.43978333333333,"10.0","2.0","5.0",8,2,8,8,8,3.872,15.432,12.402,5.011,6.715,118.619,31.039,14.778,16.161,5,2,1,4,3,2,1,1,1,4,7,4,6,6,4,8,2,0.08,0.2,0.08,0.16,0.16,0.08,0.24,0,2,FALSE,3.57142857142857,5,0.12,5.33333333333333,0.133333333333333
"64","https://pcl-study1mod.github.io/?PROLIFIC_PID=5d61a6ec798d980001f9d5e1&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da34e8a1dd596a720bd53","5d61a6ec798d980001f9d5e1",46,NA,1,3,"English","Female","Mac",1440,900,"Chrome","Robert says to Linda: It's a beautiful day, isn't it?",1,"condition 2",4.38955,"4.0","2.0","6.0",5,1,7,6,6,4.26,11.676,4.691,5.241,10.855,39.751,31.372,11.935,14.353,3,2,5,4,1,2,1,1,1,1,4,1,6,5,4,8,2,0,0.130434782608696,0,0.217391304347826,0.173913043478261,0.130434782608696,0.304347826086957,0.0434782608695652,1,FALSE,2.875,2,0.0434782608695652,5,0.173913043478261
"65","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ef7d6d644e04e51f7340636&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da322e73f619e03e53c6e","5ef7d6d644e04e51f7340636",26,"The sounds are way too loud",1,2,"Spanish","Male","Windows",1920,1080,"Chrome","William says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",5.10341666666666,"15.0","1.0","0.0",7,5,8,8,8,3.781,6.075,5.07,5.644,9.027,70.729,28.794,33.575,23.315,4,3,5,2,1,1,1,1,0,1,6,1,8,1,1,1,1,0,0.416666666666667,0,0.583333333333333,0,0,0,0,1,FALSE,1.5,2.66666666666667,0.138888888888889,3.33333333333333,0.194444444444444
"66","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f637c9cb2555305ff8288f5&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da377b20205d2dd78e2ce","5f637c9cb2555305ff8288f5",26,NA,2,4,"Portuguese","Male","Windows",1920,1080,"Chrome","Charles says to Margaret: It's a beautiful day, isn't it?",0,"condition 1",3.92198333333333,"5.0","5.0","0.0",9,1,9,9,9,2.55,9.492,6.323,3.95,12.024,45.806,22.691,11.159,12.883,4,1,5,3,2,2,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1,1,0,3.66666666666667,0.333333333333333
"67","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f4cf80c0bce10081b6460e2&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da3654994722ad716fe70","5f4cf80c0bce10081b6460e2",24,NA,2,3,"Italian","Male","Mac",1440,900,"Chrome","James says to Mary: It's a beautiful day, isn't it?",0,"condition 1",4.26581666666666,"15.0","2.0","0.0",9,1,7,8,8,2.721,10.833,3.329,9.375,5.263,59.41,28.023,19.489,9.456,5,4,2,1,3,2,1,1,0,5,5,2,9,5,2,8,3,0.130434782608696,0.130434782608696,0,0.304347826086957,0.130434782608696,0,0.260869565217391,0.0434782608695652,2,FALSE,3.28571428571429,4,0.0869565217391304,5.33333333333333,0.144927536231884
"68","https://pcl-study1mod.github.io/?PROLIFIC_PID=5bb0e35556161d0001feccdc&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2f81397e03d8ff79238","5bb0e35556161d0001feccdc",61,NA,1,2,"English","Male","Windows",1920,1080,"Firefox","Charles says to Barbara: It's a beautiful day, isn't it?",0,"condition 1",5.79958333333333,"10.0","5.0","0.0",7,1,7,7,7,20.974,8.464,4.504,5.6,6.208,41.102,38.671,10.439,20.896,1,5,4,2,3,2,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1,1,0,3.66666666666667,0.333333333333333
"69","https://pcl-study1mod.github.io/?PROLIFIC_PID=5c9d5986bb96aa00013a821d&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da34b8c6f7b99cd0c9e20","5c9d5986bb96aa00013a821d",45,NA,1,4,"Spanish","Male","Windows",1600,900,"Chrome","Richard says to Margaret: It's a beautiful day, isn't it?",0,"condition 1",4.70006666666666,"5.0","2.0","5.0",5,1,5,5,3,16.447,3.594,3.567,5.132,5.178,46.92,17.933,28.059,18.157,1,2,5,4,3,2,0,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1,1,0,3.66666666666667,0.333333333333333
"70","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f11ccbc1a1a2c08b4a99efb&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da3601866d65d94d99058","5f11ccbc1a1a2c08b4a99efb",19,NA,1,0,"italian","Female","Windows",1366,768,"Chrome","Michael says to Susan: It's a beautiful day, isn't it?",0,"condition 1",4.46338333333333,"5.0","2.0","0.0",2,1,4,6,6,5.896,6.44,5.048,6.621,13.103,41.894,38.399,8.34,6.756,3,5,2,4,1,2,1,1,0,1,9,1,7,1,1,1,1,0,0.571428571428571,0,0.428571428571429,0,0,0,0,1,FALSE,1.75,3.66666666666667,0.19047619047619,3,0.142857142857143
"71","https://pcl-study1mod.github.io/?PROLIFIC_PID=6017fd33b8ea663b9dc54e33&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da31f8a1dd596a720bd4f","6017fd33b8ea663b9dc54e33",24,NA,1,1,"Polish","Male","Windows",1920,1080,"Chrome","John says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 1",5.571,"14.0","7.0","0.0",9,1,6,5,7,3.649,12.848,4.097,5.828,10.041,54.576,60.938,14.898,23.068,2,1,5,3,4,2,1,1,0,5,5,1,9,1,1,1,5,0.2,0.2,0,0.4,0,0,0,0.2,1,FALSE,2.5,3.66666666666667,0.133333333333333,3.66666666666667,0.133333333333333
"72","https://pcl-study1mod.github.io/?PROLIFIC_PID=5fbd2977679a7e08dbf5aec1&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2247637eb8af2a1b856","5fbd2977679a7e08dbf5aec1",23,NA,2,4,"Portuguese","Male","Windows",1920,1080,"Chrome","Richard says to Sarah: It's a beautiful day, isn't it?",0,"condition 1",6.44566666666666,"8.0","2.0","0.0",4,2,6,6,6,6.245,6.379,7.061,5.184,3.846,49.579,50.279,41.63,23.659,3,5,1,4,2,3,1,1,0,2,7,1,9,1,1,1,2,0.0625,0.375,0,0.5,0,0,0,0.0625,1,FALSE,2,3.33333333333333,0.145833333333333,3.66666666666667,0.166666666666667
"73","https://pcl-study1mod.github.io/?PROLIFIC_PID=5e1b28d4d370f435a62cfbe2&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da353c52b34eba8c978e2","5e1b28d4d370f435a62cfbe2",22,NA,0,4,"Polish","Male","Windows",1536,864,"Firefox","John says to Linda: It's a beautiful day, isn't it?",0,"condition 1",4.81178333333333,"1.0","1.0","3.0",6,5,8,6,6,3.103,5.486,4.67,4.678,11.396,70.437,18.748,19.41,13.197,5,4,3,2,1,2,1,1,0,2,2,2,8,4,5,8,1,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.291666666666667,0.125,0.166666666666667,0.291666666666667,0,1,FALSE,3,2,0.0416666666666667,5.66666666666667,0.194444444444444
"74","https://pcl-study1mod.github.io/?PROLIFIC_PID=5e330a633d12d4000ac54985&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da3c98dd52b1f7670e999","5e330a633d12d4000ac54985",23,NA,1,4,"Greek","Female","Windows",1536,864,"Chrome","Charles says to Barbara: It's a beautiful day, isn't it?",0,"condition 1",3.19685,"10.0","5.0","0.0",6,2,4,4,5,3.232,4.507,7.204,5.302,2.872,29.601,26.737,7.222,8.124,2,4,1,5,3,2,1,1,0,6,6,1,9,1,1,1,4,0.238095238095238,0.238095238095238,0,0.380952380952381,0,0,0,0.142857142857143,1,FALSE,2.625,4.33333333333333,0.158730158730159,3.66666666666667,0.126984126984127
"75","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ead964b6528b14342ab46ca&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da33f86cf6d0d2507f8f6","5ead964b6528b14342ab46ca",21,NA,-1,3,NA,"Male","Windows",1536,864,"Chrome","David says to Margaret: It's a beautiful day, isn't it?",0,"condition 2",5.56286666666666,"8.0","3.0","13.0",3,1,2,4,3,35.144,5.911,5.284,4.012,11.515,79.885,34.788,17.879,18.823,1,2,4,5,3,2,1,1,1,2,8,3,3,4,4,6,3,0,0.352941176470588,0.0588235294117647,0.0588235294117647,0.117647058823529,0.117647058823529,0.235294117647059,0.0588235294117647,2,FALSE,2.42857142857143,4.33333333333333,0.137254901960784,3.66666666666667,0.0980392156862745
"76","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ebbb2cfea8af319400d3cb2&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da35045d3edf81cddeef9","5ebbb2cfea8af319400d3cb2",22,NA,1,4,"italian","Male","Mac",1440,900,"Safari","Thomas says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",5.25686666666666,"5.0","2.0","9.0",7,3,9,8,8,5.854,6.051,9.468,5.547,5.569,42.104,40.5,23.586,38.269,2,4,1,3,5,2,0,0,0,2,2,1,9,1,1,1,1,0.1,0.1,0,0.8,0,0,0,0,1,FALSE,1.25,1.66666666666667,0.0666666666666667,3.66666666666667,0.266666666666667
"77","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ffda7a0dbb228336773d020&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da36300b776b06eff70f6","5ffda7a0dbb228336773d020",29,NA,2,0,"Afrikaans","Male","Windows",1920,1080,"Firefox","William says to Mary: It's a beautiful day, isn't it?",0,"condition 2",4.90731666666666,"10.0","2.0","15.0",7,1,6,7,5,4.16,3.871,5.84,9.156,7.872,75.613,23.528,17.582,19.878,2,5,4,1,3,2,1,1,1,1,9,1,8,8,1,9,5,0,0.235294117647059,0,0.205882352941176,0.205882352941176,0,0.235294117647059,0.117647058823529,1,FALSE,4.25,3.66666666666667,0.0784313725490196,5.66666666666667,0.137254901960784
"78","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f623039ea3ae10fb5bde11d&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2b4938af4716454a13c","5f623039ea3ae10fb5bde11d",20,"I feel a little bit confused, but that was probably the aim of this study. I don't quite recall the elements lighting up, but maybe that is just my bad memory.",1,0,"Polish","Female","Windows",1536,864,"Firefox","Richard says to Mary: It's a beautiful day, isn't it?",0,"condition 1",8.24183333333333,"7.0","5.0","2.0",4,1,4,4,6,14.446,5.513,7.072,4.312,5.528,43.523,59.831,45.429,28.226,1,3,2,4,5,2,0,1,0,3,3,1,9,4,4,4,4,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0.125,0.125,0.125,0.125,1,FALSE,3,2.33333333333333,0.0555555555555556,5.66666666666667,0.194444444444444
"79","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f4b5e6d030fef723ba00807&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da33c062e1aaeb6c391ca","5f4b5e6d030fef723ba00807",23,NA,1,2,"polish","Female","Windows",1920,1080,"Chrome","Robert says to Sarah: It's a beautiful day, isn't it?",0,"condition 2",6.57975,"10.0","5.0","15.0",9,2,8,8,7,2.639,6.333,4.601,6.704,6.971,41.952,188.789,11.452,10.208,4,3,5,1,2,2,1,1,1,5,5,5,5,7,7,9,2,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.172413793103448,0.172413793103448,0.241379310344828,0,2,FALSE,4.14285714285714,5,0.103448275862069,6.33333333333333,0.149425287356322
"80","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f1723a2c7874703ccd2572a&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da35ebe8abbadcf39ac77","5f1723a2c7874703ccd2572a",22,NA,1,2,"Polish","Male","Windows",1536,865,"Chrome","Charles says to Susan: It's a beautiful day, isn't it?",0,"condition 2",6.38231666666666,"15.0","5.0","25.0",5,4,5,3,7,5.019,21.916,8.565,8.639,8.873,83.77,37.01,32.733,21.277,4,1,3,2,5,2,1,1,1,1,7,1,7,1,1,9,2,0,0.285714285714286,0,0.285714285714286,0,0,0.380952380952381,0.0476190476190476,1,FALSE,2.625,3,0.0952380952380952,3,0.0952380952380952
"81","https://pcl-study1mod.github.io/?PROLIFIC_PID=5fca03617710cc56e2583ed5&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da34914e0b9019806f1fc","5fca03617710cc56e2583ed5",35,NA,1,4,"Spanish","Female","Windows",1366,768,"Chrome","Michael says to Sarah: It's a beautiful day, isn't it?",0,"condition 1",6.95191666666666,"5.0","5.0","10.0",6,8,5,3,4,6.92,10.394,28.53,16.235,19.27,56.703,50.495,15.244,17.93,3,5,2,1,4,1,1,1,0,1,5,5,1,9,1,1,1,0,0.25,0.25,0,0.5,0,0,0,1,FALSE,2,3.66666666666667,0.166666666666667,3.66666666666667,0.166666666666667
"82","https://pcl-study1mod.github.io/?PROLIFIC_PID=5d15be7f9cff5400177a2785&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da352173b513e73a7fb0e","5d15be7f9cff5400177a2785",71,NA,2,4,"Spanish","Female","Windows",1366,768,"Chrome","Robert says to Sarah: It's a beautiful day, isn't it?",0,"condition 1",6.97346666666666,"10.0","8.0","0.0",1,1,2,1,1,5.32,5.008,11.635,5.495,5.503,103.039,33.435,15.862,16.197,4,5,1,2,3,2,1,0,0,5,5,2,8,4,4,5,1,0.153846153846154,0.153846153846154,0.0384615384615385,0.269230769230769,0.115384615384615,0.115384615384615,0.153846153846154,0,1,FALSE,3.25,4,0.115384615384615,5.33333333333333,0.166666666666667
"83","https://pcl-study1mod.github.io/?PROLIFIC_PID=5fe23f65878eaadb5e2c8ba1&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da3619638b928a225b050","5fe23f65878eaadb5e2c8ba1",32,NA,2,3,"Italian","Male","Windows",2048,1152,"Chrome","David says to Mary: It's a beautiful day, isn't it?",0,"condition 2",6.68981666666666,"8.0","5.0","1.0",9,3,9,9,9,15.352,13.217,6.737,8.144,7.686,91.751,39.583,25.209,29.664,2,3,5,1,4,2,1,1,1,1,6,1,6,1,1,8,3,0,0.263157894736842,0,0.263157894736842,0,0,0.368421052631579,0.105263157894737,1,FALSE,2.375,2.66666666666667,0.087719298245614,2.66666666666667,0.087719298245614
"84","https://pcl-study1mod.github.io/?PROLIFIC_PID=5e904a4600703c34e99fcde7&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da35e3514aa310898a4b0","5e904a4600703c34e99fcde7",38,NA,2,3,"Norwegian","Female","Windows",1920,1080,"Chrome","James says to Margaret: It's a beautiful day, isn't it?",0,"condition 1",4.00255,"6.0","3.0","10.0",7,2,7,7,6,4.826,4.964,9.411,7.892,3.719,41.721,42.033,9.263,10.038,2,5,1,3,4,2,1,1,0,6,7,1,9,1,1,1,2,0.25,0.3,0,0.4,0,0,0,0.05,1,FALSE,2.5,4.66666666666667,0.183333333333333,3.66666666666667,0.133333333333333
"85","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f4b8ddd74dfe86291e27e67&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da30e37b186a934abf108","5f4b8ddd74dfe86291e27e67",27,NA,1,3,"English, Hindi","Female","Windows",1600,900,"Chrome","John says to Barbara: It's a beautiful day, isn't it?",0,"condition 2",3.94525,"4.0","2.0","3.0",8,4,4,5,3,7.12,13.5,4.736,4.464,3.648,36.549,28.646,8.575,8.365,2,1,5,3,4,2,1,1,1,1,1,1,1,2,2,8,4,0,0,0,0,0.0833333333333333,0.0833333333333333,0.583333333333333,0.25,1,FALSE,1.5,1,0,1.66666666666667,0.0555555555555556
"86","https://pcl-study1mod.github.io/?PROLIFIC_PID=60187ac079cca912e9b93457&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da3e9158b7c549b1f624c","60187ac079cca912e9b93457",22,"Any comments",2,0,"Polish","Male","Windows",1920,1080,"Chrome","Robert says to Sarah: It's a beautiful day, isn't it?",0,"condition 1",5.13953333333333,"10.0","2.0","0.0",7,1,6,8,7,4.595,5.449,8.131,4.839,12.155,44.692,18.195,29.804,17.443,4,5,2,3,1,2,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1,1,0,3.66666666666667,0.333333333333333
"87","https://pcl-study1mod.github.io/?PROLIFIC_PID=6012bb45b1babe06267baa0d&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2c809f5c2f8054ac48c","6012bb45b1babe06267baa0d",21,NA,0,0,"Portuguese","Male","Windows",1920,1080,"Chrome","William says to Patricia: It's a beautiful day, isn't it?",0,"condition 2",10.3235666666666,"30.0","5.0","15.0",7,5,9,9,9,33.968,7.326,4.217,11.191,24.149,184.228,90.79,21.615,46.358,5,3,2,4,1,2,0,1,1,1,2,1,1,1,1,9,1,0,0.111111111111111,0,0,0,0,0.888888888888889,0,1,FALSE,1.125,1.33333333333333,0.037037037037037,1,0
"88","https://pcl-study1mod.github.io/?PROLIFIC_PID=60075599eaebcf236f269d8f&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da320278c7ba7814e3efc","60075599eaebcf236f269d8f",25,NA,2,3,"catalan/spanish","Male","Windows",1366,768,"Chrome","Charles says to Mary: It's a beautiful day, isn't it?",0,"condition 2",9.4091,"2.0","10.0","18.0",5,2,5,6,7,22.096,13.746,6.449,5.518,10.034,130.435,83.141,38.823,35.06,1,3,2,4,5,4,1,1,0,1,8,1,8,2,1,1,2,0,0.4375,0,0.4375,0.0625,0,0,0.0625,1,FALSE,2,3.33333333333333,0.145833333333333,3.66666666666667,0.166666666666667
"89","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f54a4b66e6c4c8101e6c87d&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da3499a96af07e774bd40","5f54a4b66e6c4c8101e6c87d",31,NA,2,3,"Lithuanian and Polish","Male","Windows",1536,864,"Firefox","William says to Sarah: It's a beautiful day, isn't it?",0,"condition 1",6.53886666666666,"10.0","3.0","0.0",9,1,7,8,6,3.347,18.331,5.94,4.363,4.125,35.088,137.874,6.312,11.879,5,4,1,2,3,2,1,1,0,6,8,1,9,1,1,2,6,0.192307692307692,0.269230769230769,0,0.307692307692308,0,0,0.0384615384615385,0.192307692307692,1,FALSE,3.25,5,0.153846153846154,3.66666666666667,0.102564102564103
"90","https://pcl-study1mod.github.io/?PROLIFIC_PID=5e5771795069e61258da0610&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da19206bcd34b9589f525","5e5771795069e61258da0610",45,"very interesting study. thank you",2,4,"Polish","Male","Linux",412,892,"Chrome","David says to Patricia: It's a beautiful day, isn't it?",0,"condition 2",12.2101333333333,"3.0","3.0","3.0",7,7,7,7,7,3.661,11.998,6.101,49.582,12.367,189.448,138.716,72.592,78.152,5,3,4,1,2,4,0,0,0,1,1,1,4,4,4,9,1,0,0,0,0.176470588235294,0.176470588235294,0.176470588235294,0.470588235294118,0,1,FALSE,2.125,1,0,4,0.176470588235294
"91","https://pcl-study1mod.github.io/?PROLIFIC_PID=5eccd6688c01ab8ac751f614&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da347c90717f80d99e621","5eccd6688c01ab8ac751f614",24,NA,2,1,"Italian","Male","Windows",1536,864,"Firefox","Richard says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",8.71286666666666,"10.0","1.0","20.0",2,1,2,3,2,4.129,33.231,15.125,6.899,6.638,109.916,60.528,27.881,56.774,5,1,2,3,4,2,1,1,1,1,9,1,6,1,2,1,2,0,0.533333333333333,0,0.333333333333333,0,0.0666666666666667,0,0.0666666666666667,1,FALSE,1.875,3.66666666666667,0.177777777777778,3,0.133333333333333
"92","https://pcl-study1mod.github.io/?PROLIFIC_PID=5bb2a0148f3bd70001e5633f&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da31714384561d67c4bd0","5bb2a0148f3bd70001e5633f",46,NA,1,4,"Spanish","Male","Mac",1366,768,"Chrome","William says to Jessica: It's a beautiful day, isn't it?",2,"condition 2",8.96236666666666,"2.0","0.0","4.0",3,1,3,3,1,67.362,9.894,5.529,10.495,9.701,115.841,76.053,29.936,9.971,1,5,3,2,4,2,1,1,1,1,7,1,6,6,1,7,3,0,0.25,0,0.208333333333333,0.208333333333333,0,0.25,0.0833333333333333,1,FALSE,3,3,0.0833333333333333,4.33333333333333,0.138888888888889
"93","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f3ff2d41b56a40aa5483bc7&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da321c52b34eba8c978e0","5f3ff2d41b56a40aa5483bc7",33,".",2,3,"Portuguese","Female","Windows",1366,768,"Chrome","Joseph says to Jessica: It's a beautiful day, isn't it?",0,"condition 1",3.87193333333333,"5.0","1.0","0.0",8,1,8,8,8,2.931,12.188,5.195,6.696,3.697,58.703,34.398,4.059,8.777,4,1,2,3,5,2,1,1,0,9,9,1,9,6,6,6,1,0.205128205128205,0.205128205128205,0,0.205128205128205,0.128205128205128,0.128205128205128,0.128205128205128,0,1,FALSE,4.875,6.33333333333333,0.136752136752137,7,0.153846153846154
"94","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f6271cea7f97c1824ba2fe7&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2c419e39f246759bb4d","5f6271cea7f97c1824ba2fe7",25,NA,2,0,"Portuguese","Male","Windows",1920,1080,"Chrome","Joseph says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 2",5.27783333333333,"0.0","3.0","0.0",1,2,3,6,4,5.594,10.382,5.442,4.012,4.377,36.906,29.301,9.458,11.456,5,1,4,2,3,2,0,1,0,3,9,3,1,1,1,1,1,0.166666666666667,0.666666666666667,0.166666666666667,0,0,0,0,0,1,FALSE,1.5,5,0.333333333333333,1,0
"95","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f6a7fd6b451fd14e0305520&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da620f157d1663c1a2bdd","5f6a7fd6b451fd14e0305520",21,NA,2,3,"Portuguese","Female","Windows",1536,864,"Chrome","David says to Sarah: It's a beautiful day, isn't it?",0,"condition 2",4.82453333333333,"1.0","1.0","1.0",1,1,4,4,5,3.391,8.529,7.24,3.856,8.631,72.825,11.091,21.086,25.541,4,1,3,5,2,2,1,0,1,1,9,1,9,9,1,9,1,0,0.25,0,0.25,0.25,0,0.25,0,1,FALSE,4,3.66666666666667,0.0833333333333333,6.33333333333333,0.166666666666667
"96","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ea957d3db6f0303e6383a05&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da7a18a24c1e0b9955242","5ea957d3db6f0303e6383a05",22,"Does it matter than Brock is a bug? That's the only thing that confused me when thinking about his intentions. Mainly because he is not referred to as a bug but instead he is named so I thought of him as a normal character",2,0,"Greek","Male","Windows",1920,1080,"Chrome","Richard says to Margaret: It's a beautiful day, isn't it?",0,"condition 2",8.17118333333333,"6.0","2.0","10.0",9,5,9,8,9,3.728,20.169,11.118,4.336,5.039,72.891,47.876,14.295,18.103,3,4,1,5,2,2,1,1,1,1,7,1,8,2,1,9,1,0,0.272727272727273,0,0.318181818181818,0.0454545454545455,0,0.363636363636364,0,1,FALSE,2.75,3,0.0909090909090909,3.66666666666667,0.121212121212121
"97","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ab78e575cd1050001619cdf&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606dace603aa7df588920de6","5ab78e575cd1050001619cdf",30,NA,0,3,"english","Female","Mac",1440,900,"Chrome","William says to Susan: It's a beautiful day, isn't it?",0,"condition 2",4.91753333333333,"10.0","1.0","5.0",7,1,7,5,5,10.752,4.08,3.493,4.779,4.316,25.749,13.413,8.889,10.697,1,4,2,5,3,2,1,1,1,1,5,1,1,1,1,8,1,0,0.363636363636364,0,0,0,0,0.636363636363636,0,1,FALSE,1.375,2.33333333333333,0.121212121212121,1,0
