"","id","age","citizenship","ethnicity","year","degree","gender","condition","totalRT","causeRT","causeBlue","causePink","causeOrange","causeB&P","causeP&O","causeB&O","causeAll","causeOther","causeBlue_norm","causePink_norm","causeOrange_norm","causeB&P_norm","causeP&O_norm","causeB&O_norm","causeAll_norm","causeOther_norm","attentionRT","attentionBlue","attentionPink","attentionOrange","order","event","atomic","atomic_norm","two_conjunct","two_conjunct_norm"
"1",1,22,"ct","chinese",2,5,"Female","R2V3",6.322583333,6.883,9,8,9,8,9,8,9,8,0.25,0,0.25,0,0.25,0,0.25,0,NA,NA,NA,NA,0,"P",8.66666666666667,0.166666666666667,8.33333333333333,0.0833333333333333
"2",2,23,"ct","chinese",4,4,"Female","RV23",7.933683333,24.58,3,3,3,7,7,7,8,3,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.181818181818182,0.181818181818182,0.181818181818182,0.212121212121212,0.0606060606060606,NA,NA,NA,NA,0,"P",3,0.0606060606060606,7,0.181818181818182
"3",3,NA,"ct","chinese",3,6,"Female","V23R",21.7108,47.257,9,9,9,9,9,9,9,1,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0,NA,NA,NA,NA,0,"P",9,0.142857142857143,9,0.142857142857143
"4",4,20,"ct","chinese",2,3,"Female","3R2V",7.259166667,24.02,1,1,1,4,4,4,6,7,0,0,0,0.15,0.15,0.15,0.25,0.3,NA,NA,NA,NA,0,"P",1,0,4,0.15
"5",5,22,"ct","chinese",3,3,"Female","R2V3",8.043233333,53.779,1,4,5,2,8,4,6,7,0,0.103448275862069,0.137931034482759,0.0344827586206897,0.241379310344828,0.103448275862069,0.172413793103448,0.206896551724138,NA,NA,NA,NA,0,"P",3.33333333333333,0.0804597701149425,4.66666666666667,0.126436781609195
"6",6,24,"ct","chinese",4,6,"Male","3R2V",7.813433333,23.755,1,1,1,4,4,4,4,6,0,0,0,0.176470588235294,0.176470588235294,0.176470588235294,0.176470588235294,0.294117647058824,NA,NA,NA,NA,0,"P",1,0,4,0.176470588235294
"7",7,22,"ct","chinese",1,3,"Male","3R2V",8.8744,45.662,7,5,5,5,5,5,5,5,0.176470588235294,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,NA,NA,NA,NA,0,"P",5.66666666666667,0.137254901960784,5,0.117647058823529
"8",8,21,"ct","chinese",1,3,"Female","RV23",9.703733333,71.863,4,3,7,3,4,6,6,5,0.1,0.0666666666666667,0.2,0.0666666666666667,0.1,0.166666666666667,0.166666666666667,0.133333333333333,NA,NA,NA,NA,0,"P",4.66666666666667,0.122222222222222,4.33333333333333,0.111111111111111
"9",9,24,"ct","chinese",4,6,"Male","3R2V",11.59553333,27.997,5,5,5,7,7,7,9,5,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.142857142857143,0.142857142857143,0.142857142857143,0.19047619047619,0.0952380952380952,NA,NA,NA,NA,0,"P",5,0.0952380952380952,7,0.142857142857143
"10",10,19,"ct","chinese",1,3,"Female","3RV2",34.83503333,86.221,2,2,2,4,5,5,8,6,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.115384615384615,0.153846153846154,0.153846153846154,0.269230769230769,0.192307692307692,NA,NA,NA,NA,0,"P",2,0.0384615384615385,4.66666666666667,0.141025641025641
"11",11,20,"ct","chinese",2,3,"Female","23RV",10.15468333,84.751,6,7,9,2,3,4,8,5,0.138888888888889,0.166666666666667,0.222222222222222,0.0277777777777778,0.0555555555555556,0.0833333333333333,0.194444444444444,0.111111111111111,NA,NA,NA,NA,0,"P",7.33333333333333,0.175925925925926,3,0.0555555555555556
"12",12,25,"ct","chinese",4,3,"Male","2V3R",8.49305,30.413,9,3,4,9,5,9,9,6,0.173913043478261,0.0434782608695652,0.0652173913043478,0.173913043478261,0.0869565217391304,0.173913043478261,0.173913043478261,0.108695652173913,NA,NA,NA,NA,0,"P",5.33333333333333,0.0942028985507246,7.66666666666667,0.144927536231884
"13",13,24,"ct","chinese",5,6,"Female","23RV",13.88263333,107.99,2,8,7,9,9,8,9,6,0.02,0.14,0.12,0.16,0.16,0.14,0.16,0.1,NA,NA,NA,NA,0,"P",5.66666666666667,0.0933333333333333,8.66666666666667,0.153333333333333
"14",14,22,"ct","chinese",2,3,"Male","2V3R",9.295016667,29.313,1,1,1,6,8,7,9,1,0,0,0,0.192307692307692,0.269230769230769,0.230769230769231,0.307692307692308,0,NA,NA,NA,NA,0,"P",1,0,7,0.230769230769231
"15",15,25,"ct","chinese",3,4,"Male","RV23",9.30505,44.367,2,9,2,7,4,3,2,4,0.04,0.32,0.04,0.24,0.12,0.08,0.04,0.12,NA,NA,NA,NA,0,"P",4.33333333333333,0.133333333333333,4.66666666666667,0.146666666666667
"16",16,20,"ct","chinese",1,3,"Female","RV23",7.5313,31.803,3,3,3,6,8,6,5,4,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.166666666666667,0.233333333333333,0.166666666666667,0.133333333333333,0.1,NA,NA,NA,NA,0,"P",3,0.0666666666666667,6.66666666666667,0.188888888888889
"17",17,21,"ct","chinese",3,3,"Female","RV23",9.482633333,41.309,8,1,5,3,2,6,5,6,0.25,0,0.142857142857143,0.0714285714285714,0.0357142857142857,0.178571428571429,0.142857142857143,0.178571428571429,NA,NA,NA,NA,0,"P",4.66666666666667,0.130952380952381,3.66666666666667,0.0952380952380952
"18",18,20,"ct","chinese",2,3,"Female","R2V3",12.80763333,40.647,3,3,3,6,6,6,9,1,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.172413793103448,0.172413793103448,0.172413793103448,0.275862068965517,0,NA,NA,NA,NA,0,"P",3,0.0689655172413793,6,0.172413793103448
"19",19,22,"ct","chinese",1,3,"Male","2V3R",10.45451667,54.68,6,6,6,3,3,3,1,1,0.238095238095238,0.238095238095238,0.238095238095238,0.0952380952380952,0.0952380952380952,0.0952380952380952,0,0,NA,NA,NA,NA,0,"P",6,0.238095238095238,3,0.0952380952380952
"20",20,21,"ct","chinese",1,3,"Male","23RV",61.74101667,101.407,2,7,3,6,6,4,3,5,0.0357142857142857,0.214285714285714,0.0714285714285714,0.178571428571429,0.178571428571429,0.107142857142857,0.0714285714285714,0.142857142857143,NA,NA,NA,NA,0,"P",4,0.107142857142857,5.33333333333333,0.154761904761905
"21",21,32,"ct","chinese",6,6,"Male","V3R2",9.870183333,47.701,6,6,7,6,6,6,8,8,0.111111111111111,0.111111111111111,0.133333333333333,0.111111111111111,0.111111111111111,0.111111111111111,0.155555555555556,0.155555555555556,NA,NA,NA,NA,0,"P",6.33333333333333,0.118518518518519,6,0.111111111111111
"22",22,20,"ct","chinese",2,3,"Female","RV23",10.512,43.066,5,5,5,5,5,5,5,5,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,NA,NA,NA,NA,0,"P",5,0.125,5,0.125
"23",23,22,"ct","chinese",3,3,"Female","V3R2",12.13841667,81.124,6,4,6,2,2,2,8,8,0.166666666666667,0.1,0.166666666666667,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.233333333333333,0.233333333333333,NA,NA,NA,NA,0,"P",5.33333333333333,0.144444444444444,2,0.0333333333333333
"24",24,23,"ct","chinese",2,4,"Female","R2V3",8.303166667,60.661,7,2,2,2,2,2,2,8,0.315789473684211,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.368421052631579,NA,NA,NA,NA,0,"P",3.66666666666667,0.140350877192982,2,0.0526315789473684
"25",25,21,"ct","chinese",2,3,"Female","R2V3",8.4293,39.606,3,3,3,5,5,5,7,5,0.05,0.05,0.05,0.15,0.15,0.15,0.25,0.15,NA,NA,NA,NA,0,"P",3,0.05,5,0.15
"26",26,21,"ct","chinese",3,6,"Female","R2V3",10.90145,46.324,7,3,5,6,4,8,8,1,0.176470588235294,0.0588235294117647,0.117647058823529,0.147058823529412,0.0882352941176471,0.205882352941176,0.205882352941176,0,NA,NA,NA,NA,0,"P",5,0.117647058823529,6,0.147058823529412
"27",27,37,"nc","indian",6,6,"Male","3R2V",9.993816667,55.18,1,1,1,6,6,6,9,6,0,0,0,0.178571428571429,0.178571428571429,0.178571428571429,0.285714285714286,0.178571428571429,NA,NA,NA,NA,0,"P",1,0,6,0.178571428571429
"28",28,23,"ct","chinese",3,4,"Male","RV23",8.291133333,26.95,5,5,5,5,5,5,5,5,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,NA,NA,NA,NA,0,"P",5,0.125,5,0.125
"29",29,22,"pr","chinese",3,3,"Female","V3R2",17.15495,55.211,2,2,2,5,5,5,8,8,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.137931034482759,0.137931034482759,0.137931034482759,0.241379310344828,0.241379310344828,NA,NA,NA,NA,0,"P",2,0.0344827586206897,5,0.137931034482759
"30",30,24,"ct","chinese",4,4,"Female","RV23",8.467,28.887,3,1,8,1,1,4,1,6,0.117647058823529,0,0.411764705882353,0,0,0.176470588235294,0,0.294117647058824,NA,NA,NA,NA,0,"P",4,0.176470588235294,2,0.0588235294117647
"31",31,20,"ct","chinese",1,3,"Female","3RV2",10.96646667,32.439,2,2,2,4,4,4,8,8,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.115384615384615,0.115384615384615,0.115384615384615,0.269230769230769,0.269230769230769,NA,NA,NA,NA,0,"P",2,0.0384615384615385,4,0.115384615384615
"32",32,22,"ct","chinese",3,3,"Female","RV23",9.695683333,55.562,2,3,2,4,4,4,7,2,0.05,0.1,0.05,0.15,0.15,0.15,0.3,0.05,NA,NA,NA,NA,0,"P",2.33333333333333,0.0666666666666667,4,0.15
"33",33,23,"pr","chinese",3,4,"Female","2V3R",12.31363333,90.667,4,4,4,6,6,6,8,8,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.131578947368421,0.131578947368421,0.131578947368421,0.184210526315789,0.184210526315789,NA,NA,NA,NA,0,"P",4,0.0789473684210526,6,0.131578947368421
"34",34,22,"ct","chinese",1,3,"Male","3R2V",8.860066667,57.272,9,3,7,5,4,9,6,6,0.24,0,0.16,0.08,0.04,0.24,0.12,0.12,NA,NA,NA,NA,0,"P",6.33333333333333,0.133333333333333,6,0.12
"35",35,24,"ct","chinese",4,3,"Male","V3R2",10.16185,53.269,7,7,7,3,3,3,9,7,0.157894736842105,0.157894736842105,0.157894736842105,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.210526315789474,0.157894736842105,NA,NA,NA,NA,0,"P",7,0.157894736842105,3,0.0526315789473684
"36",36,NA,"-1","-1",-1,-1,"Male","3R2V",12.77731667,26.868,5,5,5,5,5,5,5,5,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,NA,NA,NA,NA,0,"P",5,0.125,5,0.125
"37",37,20,"ct","chinese",1,6,"Female","23RV",130.1343833,75.518,6,6,6,7,7,7,9,6,0.108695652173913,0.108695652173913,0.108695652173913,0.130434782608696,0.130434782608696,0.130434782608696,0.173913043478261,0.108695652173913,NA,NA,NA,NA,0,"P",6,0.108695652173913,7,0.130434782608696
"38",38,21,"ct","chinese",3,3,"Female","R2V3",13.1494,88.734,2,2,2,6,6,6,9,9,0.0294117647058824,0.0294117647058824,0.0294117647058824,0.147058823529412,0.147058823529412,0.147058823529412,0.235294117647059,0.235294117647059,NA,NA,NA,NA,0,"P",2,0.0294117647058824,6,0.147058823529412
"39",39,21,"ct","chinese",3,3,"Female","3RV2",7.469633333,24.636,6,6,6,7,7,7,8,6,0.111111111111111,0.111111111111111,0.111111111111111,0.133333333333333,0.133333333333333,0.133333333333333,0.155555555555556,0.111111111111111,NA,NA,NA,NA,0,"P",6,0.111111111111111,7,0.133333333333333
"40",40,21,"ct","chinese",3,3,"Female","3RV2",7.746933333,9.33,2,2,2,3,3,3,4,3,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.142857142857143,0.142857142857143,0.142857142857143,0.214285714285714,0.142857142857143,NA,NA,NA,NA,0,"P",2,0.0714285714285714,3,0.142857142857143
"41",41,21,"ct","chinese",3,3,"Hide","3R2V",11.37931667,64.083,9,9,9,7,7,7,3,9,0.153846153846154,0.153846153846154,0.153846153846154,0.115384615384615,0.115384615384615,0.115384615384615,0.0384615384615385,0.153846153846154,NA,NA,NA,NA,0,"P",9,0.153846153846154,7,0.115384615384615
"42",42,22,"ct","chinese",3,3,"Female","V3R2",11.45718333,41.823,4,8,6,2,8,2,3,7,0.09375,0.21875,0.15625,0.03125,0.21875,0.03125,0.0625,0.1875,NA,NA,NA,NA,0,"P",6,0.15625,4,0.09375
"43",43,23,"ct","chinese",3,3,"Male","2V3R",9.098166667,31.318,3,3,3,6,6,6,9,4,0.0625,0.0625,0.0625,0.15625,0.15625,0.15625,0.25,0.09375,NA,NA,NA,NA,0,"P",3,0.0625,6,0.15625
"44",44,21,"ct","chinese",2,-1,"Female","R2V3",14.54021667,23.99,5,5,5,5,5,5,5,5,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,NA,NA,NA,NA,0,"P",5,0.125,5,0.125
"45",45,24,"ct","chinese",3,4,"Male","3R2V",8.287983333,21.892,4,4,4,4,4,4,4,4,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,NA,NA,NA,NA,0,"P",4,0.125,4,0.125
"46",46,23,"-1","-1",-1,6,"Female","V23R",10.60193333,68.686,3,3,3,5,5,5,8,1,0.08,0.08,0.08,0.16,0.16,0.16,0.28,0,NA,NA,NA,NA,0,"P",3,0.08,5,0.16
"47",47,24,"ct","chinese",4,4,"Female","V3R2",11.27976667,111.442,2,8,3,4,3,2,2,1,0.0588235294117647,0.411764705882353,0.117647058823529,0.176470588235294,0.117647058823529,0.0588235294117647,0.0588235294117647,0,NA,NA,NA,NA,0,"P",4.33333333333333,0.196078431372549,3,0.117647058823529
"48",48,33,"ct","chinese",6,6,"Male","R2V3",14.4798,361.124,7,7,7,6,6,6,5,2,0.166666666666667,0.166666666666667,0.166666666666667,0.133333333333333,0.133333333333333,0.133333333333333,0.1,0,NA,NA,NA,NA,0,"P",7,0.166666666666667,6,0.133333333333333
"49",49,22,"nc","chinese",6,6,"Male","RV23",8.775083333,51.037,3,1,7,1,3,3,4,5,0.105263157894737,0,0.315789473684211,0,0.105263157894737,0.105263157894737,0.157894736842105,0.210526315789474,NA,NA,NA,NA,0,"P",3.66666666666667,0.140350877192982,2.33333333333333,0.0701754385964912
"50",50,22,"ct","chinese",2,3,"Male","R2V3",8.2092,39.398,7,2,6,2,2,2,2,2,0.352941176470588,0.0588235294117647,0.294117647058824,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,NA,NA,NA,NA,0,"P",5,0.235294117647059,2,0.0588235294117647
"51",51,25,"ct","chinese",3,3,"Male","2V3R",11.63346667,107.197,5,3,4,8,7,9,6,1,0.114285714285714,0.0571428571428571,0.0857142857142857,0.2,0.171428571428571,0.228571428571429,0.142857142857143,0,NA,NA,NA,NA,0,"P",4,0.0857142857142857,8,0.2
"52",52,21,"ct","chinese",3,3,"Female","23RV",12.80496667,90.776,6,5,5,5,5,5,6,5,0.147058823529412,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.147058823529412,0.117647058823529,NA,NA,NA,NA,0,"P",5.33333333333333,0.127450980392157,5,0.117647058823529
"53",53,23,"ct","chinese",4,6,"Female","23RV",18.60568333,159.193,1,1,1,1,1,1,1,9,0,0,0,0,0,0,0,1,NA,NA,NA,NA,0,"P",1,0,1,0
"54",54,28,"ct","chinese",2,4,"Female","23RV",8.231733333,48.111,9,3,4,5,4,5,9,9,0.2,0.05,0.075,0.1,0.075,0.1,0.2,0.2,NA,NA,NA,NA,0,"P",5.33333333333333,0.108333333333333,4.66666666666667,0.0916666666666667
"55",55,24,"ct","chinese",3,4,"Female","23RV",8.871633333,53.214,2,6,6,3,6,3,3,6,0.037037037037037,0.185185185185185,0.185185185185185,0.0740740740740741,0.185185185185185,0.0740740740740741,0.0740740740740741,0.185185185185185,NA,NA,NA,NA,0,"P",4.66666666666667,0.135802469135802,4,0.111111111111111
"56",56,23,"ct","chinese",3,3,"Male","3R2V",139.1955,26.033,8,2,2,2,2,2,2,5,0.411764705882353,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.235294117647059,NA,NA,NA,NA,0,"P",4,0.176470588235294,2,0.0588235294117647
"57",57,21,"ct","chinese",2,3,"Female","2V3R",18.0682,40.519,3,3,3,5,5,5,8,5,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.137931034482759,0.137931034482759,0.137931034482759,0.241379310344828,0.137931034482759,NA,NA,NA,NA,0,"P",3,0.0689655172413793,5,0.137931034482759
"58",58,22,"ct","chinese",2,6,"Female","3R2V",6.782983333,13.341,7,7,7,7,7,7,8,6,0.125,0.125,0.125,0.125,0.125,0.125,0.145833333333333,0.104166666666667,NA,NA,NA,NA,0,"P",7,0.125,7,0.125
"59",59,19,"nc","other",1,3,"Female","R2V3",9.871433333,34.292,3,3,3,5,5,5,8,3,0.0740740740740741,0.0740740740740741,0.0740740740740741,0.148148148148148,0.148148148148148,0.148148148148148,0.259259259259259,0.0740740740740741,NA,NA,NA,NA,0,"P",3,0.0740740740740741,5,0.148148148148148
"60",60,24,"ct","chinese",4,6,"Male","3R2V",10.08853333,43.059,4,4,4,7,7,7,6,5,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.138888888888889,0.111111111111111,NA,NA,NA,NA,0,"P",4,0.0833333333333333,7,0.166666666666667
"61",61,NA,"nc","chinese",4,6,"Male","V23R",23.57891667,62.029,2,1,2,3,2,3,5,7,0.0588235294117647,0,0.0588235294117647,0.117647058823529,0.0588235294117647,0.117647058823529,0.235294117647059,0.352941176470588,NA,NA,NA,NA,0,"P",1.66666666666667,0.0392156862745098,2.66666666666667,0.0980392156862745
"62",62,21,"ct","chinese",1,3,"Male","23RV",40.9505,86.549,2,2,2,4,4,4,7,1,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0,NA,NA,NA,NA,0,"P",2,0.0555555555555556,4,0.166666666666667
"63",63,21,"ct","chinese",3,3,"Female","V3R2",9.21565,83.89,6,5,7,5,5,6,5,5,0.25,0,0.5,0,0,0.25,0,0,NA,NA,NA,NA,0,"P",6,0.25,5.33333333333333,0.0833333333333333
"64",64,23,"ct","chinese",3,3,"Male","23RV",8.565616667,84.013,2,5,5,2,8,3,1,7,0.04,0.16,0.16,0.04,0.28,0.08,0,0.24,NA,NA,NA,NA,0,"P",4,0.12,4.33333333333333,0.133333333333333
"65",1,22,"ct","chinese",2,5,"Female","R2V3",6.322583333,8.533,9,8,9,8,9,8,9,8,0.25,0,0.25,0,0.25,0,0.25,0,4.38,1,1,1,1,"R",8.66666666666667,0.166666666666667,8.33333333333333,0.0833333333333333
"66",2,23,"ct","chinese",4,4,"Female","RV23",7.933683333,15.22,2,2,2,8,1,1,1,3,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.583333333333333,0,0,0,0.166666666666667,11.048,1,1,0,1,"R",2,0.0833333333333333,3.33333333333333,0.194444444444444
"67",3,NA,"ct","chinese",3,6,"Female","V23R",21.7108,34.236,9,1,1,9,1,9,9,3,0.235294117647059,0,0,0.235294117647059,0,0.235294117647059,0.235294117647059,0.0588235294117647,6.01,1,1,1,1,"V",3.66666666666667,0.0784313725490196,6.33333333333333,0.156862745098039
"68",4,20,"ct","chinese",2,3,"Female","3R2V",7.259166667,21.342,1,1,1,1,1,1,9,2,0,0,0,0,0,0,0.888888888888889,0.111111111111111,8.952,1,1,1,1,"3",1,0,1,0
"69",5,22,"ct","chinese",3,3,"Female","R2V3",8.043233333,24.069,1,9,1,9,1,1,1,4,0,0.421052631578947,0,0.421052631578947,0,0,0,0.157894736842105,9.192,1,1,0,1,"R",3.66666666666667,0.140350877192982,3.66666666666667,0.140350877192982
"70",6,24,"ct","chinese",4,6,"Male","3R2V",7.813433333,14.421,1,1,1,1,1,1,9,2,0,0,0,0,0,0,0.888888888888889,0.111111111111111,12.73,1,0,1,1,"3",1,0,1,0
"71",7,22,"ct","chinese",1,3,"Male","3R2V",8.8744,46.112,1,7,1,7,4,2,7,3,0,0.25,0,0.25,0.125,0.0416666666666667,0.25,0.0833333333333333,12.908,1,1,1,1,"3",3,0.0833333333333333,4.33333333333333,0.138888888888889
"72",8,21,"ct","chinese",1,3,"Female","RV23",9.703733333,28.372,1,1,1,9,1,1,1,7,0,0,0,0.571428571428571,0,0,0,0.428571428571429,17.044,1,1,0,1,"R",1,0,3.66666666666667,0.19047619047619
"73",9,24,"ct","chinese",4,6,"Male","3R2V",11.59553333,38.226,1,7,1,7,7,1,7,1,0,0.25,0,0.25,0.25,0,0.25,0,18.892,0,1,0,1,"3",3,0.0833333333333333,5,0.166666666666667
"74",10,19,"ct","chinese",1,3,"Female","3RV2",34.83503333,27.321,2,2,2,3,3,3,9,1,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.117647058823529,0.117647058823529,0.117647058823529,0.470588235294118,0,9.393,1,1,1,1,"3",2,0.0588235294117647,3,0.117647058823529
"75",11,20,"ct","chinese",2,3,"Female","23RV",10.15468333,42.875,7,9,1,8,1,1,1,1,0.285714285714286,0.380952380952381,0,0.333333333333333,0,0,0,0,17.529,1,1,0,1,"2",5.66666666666667,0.222222222222222,3.33333333333333,0.111111111111111
"76",12,25,"ct","chinese",4,3,"Male","2V3R",8.49305,33.061,1,6,6,9,5,4,8,6,0,0.135135135135135,0.135135135135135,0.216216216216216,0.108108108108108,0.0810810810810811,0.189189189189189,0.135135135135135,12.477,1,1,0,1,"2",4.33333333333333,0.0900900900900901,6,0.135135135135135
"77",13,24,"ct","chinese",5,6,"Female","23RV",13.88263333,46.041,4,9,1,9,1,1,1,1,0.157894736842105,0.421052631578947,0,0.421052631578947,0,0,0,0,39.781,1,1,0,1,"2",4.66666666666667,0.192982456140351,3.66666666666667,0.140350877192982
"78",14,22,"ct","chinese",2,3,"Male","2V3R",9.295016667,81.655,6,8,1,9,1,1,5,1,0.208333333333333,0.291666666666667,0,0.333333333333333,0,0,0.166666666666667,0,15.932,1,1,0,1,"2",5,0.166666666666667,3.66666666666667,0.111111111111111
"79",15,25,"ct","chinese",3,4,"Male","RV23",9.30505,53.801,5,6,2,9,4,3,2,1,0.166666666666667,0.208333333333333,0.0416666666666667,0.333333333333333,0.125,0.0833333333333333,0.0416666666666667,0,14.783,1,1,0,1,"R",4.33333333333333,0.138888888888889,5.33333333333333,0.180555555555556
"80",16,20,"ct","chinese",1,3,"Female","RV23",7.5313,19.495,6,7,1,9,2,2,9,5,0.151515151515152,0.181818181818182,0,0.242424242424242,0.0303030303030303,0.0303030303030303,0.242424242424242,0.121212121212121,10.556,1,1,0,1,"R",4.66666666666667,0.111111111111111,4.33333333333333,0.101010101010101
"81",17,21,"ct","chinese",3,3,"Female","RV23",9.482633333,26.53,4,7,1,9,6,6,8,6,0.0769230769230769,0.153846153846154,0,0.205128205128205,0.128205128205128,0.128205128205128,0.179487179487179,0.128205128205128,15.928,1,1,0,1,"R",4,0.0769230769230769,7,0.153846153846154
"82",18,20,"ct","chinese",2,3,"Female","R2V3",12.80763333,210.691,9,3,9,6,3,9,9,1,0.195121951219512,0.0487804878048781,0.195121951219512,0.121951219512195,0.0487804878048781,0.195121951219512,0.195121951219512,0,21.058,1,1,0,1,"R",7,0.146341463414634,6,0.121951219512195
"83",19,22,"ct","chinese",1,3,"Male","2V3R",10.45451667,30.622,1,6,1,9,1,1,1,1,0,0.384615384615385,0,0.615384615384615,0,0,0,0,11.484,1,1,0,1,"2",2.66666666666667,0.128205128205128,3.66666666666667,0.205128205128205
"84",20,21,"ct","chinese",1,3,"Male","23RV",61.74101667,44.818,5,8,1,7,1,1,1,6,0.181818181818182,0.318181818181818,0,0.272727272727273,0,0,0,0.227272727272727,16.277,0,1,0,1,"2",4.66666666666667,0.166666666666667,3,0.0909090909090909
"85",21,32,"ct","chinese",6,6,"Male","V3R2",9.870183333,35.855,1,9,1,8,8,1,1,1,0,0.363636363636364,0,0.318181818181818,0.318181818181818,0,0,0,12.156,0,1,0,1,"V",3.66666666666667,0.121212121212121,5.66666666666667,0.212121212121212
"86",22,20,"ct","chinese",2,3,"Female","RV23",10.512,99.591,1,8,2,9,8,5,8,2,0,0.2,0.0285714285714286,0.228571428571429,0.2,0.114285714285714,0.2,0.0285714285714286,16.649,1,1,0,1,"R",3.66666666666667,0.0761904761904762,7.33333333333333,0.180952380952381
"87",23,22,"ct","chinese",3,3,"Female","V3R2",12.13841667,97.879,2,7,2,8,8,6,1,1,0.037037037037037,0.222222222222222,0.037037037037037,0.259259259259259,0.259259259259259,0.185185185185185,0,0,31.707,1,1,1,1,"V",3.66666666666667,0.0987654320987654,7.33333333333333,0.234567901234568
"88",24,23,"ct","chinese",2,4,"Female","R2V3",8.303166667,38.686,1,1,5,9,5,5,1,2,0,0,0.19047619047619,0.380952380952381,0.19047619047619,0.19047619047619,0,0.0476190476190476,16.541,0,1,0,1,"R",2.33333333333333,0.0634920634920635,6.33333333333333,0.253968253968254
"89",25,21,"ct","chinese",2,3,"Female","R2V3",8.4293,30.058,7,7,2,7,2,2,7,4,0.227272727272727,0.227272727272727,0,0.227272727272727,0,0,0.227272727272727,0.0909090909090909,10.796,1,1,0,1,"R",5.33333333333333,0.151515151515152,3.66666666666667,0.0757575757575758
"90",26,21,"ct","chinese",3,6,"Female","R2V3",10.90145,33.603,7,1,5,9,3,3,7,1,0.214285714285714,0,0.142857142857143,0.285714285714286,0.0714285714285714,0.0714285714285714,0.214285714285714,0,17.365,1,1,0,1,"R",4.33333333333333,0.119047619047619,5,0.142857142857143
"91",27,37,"nc","indian",6,6,"Male","3R2V",9.993816667,34.909,9,9,9,8,8,8,9,7,0.135593220338983,0.135593220338983,0.135593220338983,0.11864406779661,0.11864406779661,0.11864406779661,0.135593220338983,0.101694915254237,17.042,0,1,0,1,"3",9,0.135593220338983,8,0.11864406779661
"92",28,23,"ct","chinese",3,4,"Male","RV23",8.291133333,32.757,1,9,1,8,1,1,1,1,0,0.533333333333333,0,0.466666666666667,0,0,0,0,9.682,1,1,0,1,"R",3.66666666666667,0.177777777777778,3.33333333333333,0.155555555555556
"93",29,22,"pr","chinese",3,3,"Female","V3R2",17.15495,68.487,1,8,1,7,7,2,1,2,0,0.333333333333333,0,0.285714285714286,0.285714285714286,0.0476190476190476,0,0.0476190476190476,18.252,1,1,1,1,"V",3.33333333333333,0.111111111111111,5.33333333333333,0.206349206349206
"94",30,24,"ct","chinese",4,4,"Female","RV23",8.467,41.9,2,9,1,9,1,1,1,2,0.0555555555555556,0.444444444444444,0,0.444444444444444,0,0,0,0.0555555555555556,10.743,1,1,0,1,"R",4,0.166666666666667,3.66666666666667,0.148148148148148
"95",31,20,"ct","chinese",1,3,"Female","3RV2",10.96646667,39.021,1,8,1,4,2,1,6,1,0,0.4375,0,0.1875,0.0625,0,0.3125,0,13.714,1,1,1,1,"3",3.33333333333333,0.145833333333333,2.33333333333333,0.0833333333333333
"96",32,22,"ct","chinese",3,3,"Female","RV23",9.695683333,47.38,2,6,2,7,3,3,3,3,0.0476190476190476,0.238095238095238,0.0476190476190476,0.285714285714286,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,10.213,0,1,0,1,"R",3.33333333333333,0.111111111111111,4.33333333333333,0.158730158730159
